611,AMERICAN STATISTICIAN,"9,025",8.71,0.01007,,,,,,,,,,
612,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,"6,227",8.709,0.0046,,,,,,,,,,
613,EDUCATIONAL PSYCHOLOGY REVIEW,"7,156",8.705,0.00714,Educational psychology review,,,,,,,,,
614,Advances in Nutrition,"9,085",8.701,0.01317,"Advances in nutrition (Bethesda, Md.)",,,,,,,,,
615,METABOLISM-CLINICAL AND EXPERIMENTAL,"18,283",8.694,0.01521,,,,,,,,,,
616,CANCER LETTERS,"42,174",8.679,0.04013,Cancer letters,,,,,,,,,
617,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,"4,546",8.667,0.00627,Clinical reviews in allergy & immunology,Clinical reviews in allergy,,,,,,,,
619,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,"53,459",8.661,0.04968,,,,,,,,,,
620,PROGRESS IN AEROSPACE SCIENCES,"4,816",8.653,0.00471,,,,,,,,,,
621,npj Parkinsons Disease,"1,093",8.651,0.00304,NPJ Parkinson's disease,,,,,,,,,
622,JACC-Basic to Translational Science,"1,842",8.648,0.00514,JACC. Basic to translational science,,,,,,,,,
623,Journal of Supply Chain Management,"3,979",8.647,0.00213,,,,,,,,,,
624,STRATEGIC MANAGEMENT JOURNAL,"48,420",8.641,0.0348,,,,,,,,,,
625,JOURNAL OF MANUFACTURING SYSTEMS,"5,413",8.633,0.00561,Journal of manufacturing systems,,,,,,,,,
626,npj Climate and Atmospheric Science,887,8.624,0.00331,NPJ climate and atmospheric science,,,,,,,,,
627,npj Genomic Medicine,971,8.617,0.00391,NPJ genomic medicine,,,,,,,,,
628,FRONTIERS IN NEUROENDOCRINOLOGY,"5,338",8.606,0.00505,Frontiers in neuroendocrinology,,,,,,,,,
629,JOURNAL OF ECONOMIC LITERATURE,"12,066",8.604,0.01452,Journal of economic literature,,,,,,,,,
630,POLITICAL ANALYSIS,"5,581",8.6,0.00886,Political analysis : an annual publication of the Methodology Section of the American Political Science Association,,,,,,,,,
631,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,"21,116",8.593,0.02416,,,,,,,,,,
632,BIOSCIENCE,"22,560",8.589,0.01247,Bioscience,,,,,,,,,
633,Solar RRL,"5,358",8.582,0.00872,,,,,,,,,,
634,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,"30,233",8.568,0.02129,International journal of production research,,,,,,,,,
635,JOURNAL OF INVESTIGATIVE DERMATOLOGY,"37,630",8.551,0.02911,BMC dermatology,"Dermatology (Basel, Switzerland)",,,,,,,,
636,MEDICAL IMAGE ANALYSIS,"11,568",8.545,0.01836,Medical image analysis,,,,,,,,,
637,COMPUTERS & EDUCATION,"22,801",8.538,0.02029,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,Artificial life,Blood purification,Current opinion in neurobiology,Journal of theoretical biology,Nature communications,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",World neurosurgery,Bailliere's clinical obstetrics and gynaecology,
639,COMPOSITES SCIENCE AND TECHNOLOGY,"42,685",8.528,0.02456,,,,,,,,,,
640,Nano Convergence,"1,339",8.526,0.00209,Nano convergence,,,,,,,,,
641,JOURNAL OF WORLD BUSINESS,"8,360",8.513,0.00705,,,,,,,,,,
642,JOURNAL OF TRAVEL MEDICINE,"5,260",8.49,0.0049,Journal of travel medicine,,,,,,,,,
643,Neurology-Neuroimmunology & Neuroinflammation,"3,863",8.485,0.00839,Annals of neurology,Autoimmunity reviews,Journal of neurology,Neuroimaging clinics of North America,The Lancet. Neurology,The New England journal of medicine,Neurology,,,
644,Photoacoustics,"1,093",8.484,0.00178,Photoacoustics,,,,,,,,,
645,JAMA Network Open,"12,653",8.483,0.03994,JAMA network open,,,,,,,,,
646,Cell Death & Disease,"40,835",8.469,0.06377,Ageing research reviews,Annual review of physiology,Cancer gene therapy,Cell biology international,Molecular cell,Physiological reviews,Sheng li xue bao : [Acta physiologica Sinica],The American journal of pathology,The EMBO journal,The New England journal of medicine
647,Nanophotonics,"5,284",8.449,0.01121,Nanophotonics,,,,,,,,,
648,CRITICAL REVIEWS IN BIOTECHNOLOGY,"5,631",8.429,0.00609,Critical reviews in biotechnology,,,,,,,,,
649,JOURNAL OF BIOMEDICAL SCIENCE,"6,621",8.41,0.00733,Journal of biomedical science,,,,,,,,,
650,ANTIOXIDANTS & REDOX SIGNALING,"26,971",8.401,0.0167,Annual review of food science and technology,Chemistry and physics of lipids,Critical reviews in food science and nutrition,Current atherosclerosis reports,Current drug targets,Nihon rinsho. Japanese journal of clinical medicine,Orvosi hetilap,Oxidative medicine and cellular longevity,"Plant foods for human nutrition (Dordrecht, Netherlands)",Vitamins and hormones
651,Engineering Applications of Computational Fluid Mechanics,"2,282",8.391,0.00199,,,,,,,,,,
652,CURRENT OPINION IN CELL BIOLOGY,"15,784",8.382,0.01975,Current opinion in cell biology,,,,,,,,,
653,PLANT PHYSIOLOGY,"102,986",8.34,0.05955,Plant physiology,,,,,,,,,
654,CLINICAL CHEMISTRY,"31,189",8.327,0.0179,Clinical chemistry,,,,,,,,,
655,Journal of Neuroinflammation,"19,657",8.322,0.02707,Journal of neuroinflammation,,,,,,,,,
656,JOURNAL OF CLINICAL IMMUNOLOGY,"6,537",8.317,0.00711,Journal of clinical immunology,,,,,,,,,
657,JCI Insight,"15,237",8.315,0.05404,JCI insight,,,,,,,,,
658,Social Issues and Policy Review,970,8.313,0.0021,Social issues and policy review,,,,,,,,,
659,ACS Materials Letters,"1,188",8.312,0.0021,ACS materials letters,,,,,,,,,
660,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"38,412",8.311,0.02783,,,,,,,,,,
661,DEVELOPMENTAL REVIEW,"4,792",8.306,0.00453,Developmental review : DR,,,,,,,,,
662,Materials Today Chemistry,"1,760",8.301,0.00257,Materials today. Chemistry,,,,,,,,,
663,Cambridge Journal of Regions Economy and Society,"2,382",8.3,0.00389,,,,,,,,,,
664,Science China-Materials,"4,535",8.273,0.0061,Science China materials,,,,,,,,,
665,CHINESE JOURNAL OF CATALYSIS,"10,031",8.271,0.0104,,,,,,,,,,
666,CANADIAN MEDICAL ASSOCIATION JOURNAL,"19,683",8.262,0.01496,CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,,,,,,,,,
667,npj Precision Oncology,931,8.254,0.0025,NPJ precision oncology,,,,,,,,,
668,BLOOD REVIEWS,"4,171",8.25,0.00536,Blood reviews,,,,,,,,,
670,Clinical Journal of the American Society of Nephrology,"21,638",8.237,0.0293,Clinical journal of the American Society of Nephrology : CJASN,,,,,,,,,
671,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"74,088",8.236,0.09873,IEEE transactions on industrial electronics (1982),,,,,,,,,
672,IEEE Geoscience and Remote Sensing Magazine,"1,848",8.225,0.00365,,,,,,,,,,
673,IEEE Transactions on Services Computing,"3,719",8.216,0.00578,,,,,,,,,,
674,Green Energy & Environment,"1,458",8.207,0.00222,"Advanced materials (Deerfield Beach, Fla.)",Food science & nutrition,Journal of chemical theory and computation,Luminescence : the journal of biological and chemical luminescence,Photosynthesis research,Reviews on environmental health,"Sensors (Basel, Switzerland)",The New phytologist,The Science of the total environment,iScience
675,ACTA MATERIALIA,"96,608",8.203,0.08314,Acta materialia,,,,,,,,,
676,ACS Sustainable Chemistry & Engineering,"62,273",8.198,0.09207,ACS central science,ACS combinatorial science,ACS infectious diseases,ACS medicinal chemistry letters,ACS omega,Environmental science & technology,Journal of medicinal chemistry,The Journal of organic chemistry,ACS applied materials & interfaces,
677,PROGRESS IN CARDIOVASCULAR DISEASES,"5,799",8.194,0.00687,Progress in cardiovascular diseases,,,,,,,,,
678,Science Signaling,"15,954",8.192,0.02391,Science signaling,,,,,,,,,
679,Journal of Knowledge Management,"8,189",8.182,0.00431,,,,,,,,,,
680,JOURNAL OF ORGANIZATIONAL BEHAVIOR,"19,048",8.174,0.01267,Journal of organizational behavior,,,,,,,,,
681,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,"25,641",8.171,0.03136,Alimentary pharmacology & therapeutics,Annual review of physiology,"Brain, behavior, and immunity",Computers in biology and medicine,Expert opinion on biological therapy,Gut,Microbiology and molecular biology reviews : MMBR,The American journal of clinical nutrition,The American journal of emergency medicine,World journal of gastroenterology
682,Therapeutic Advances in Medical Oncology,"3,021",8.168,0.00535,Therapeutic advances in medical oncology,,,,,,,,,
683,SMALL BUSINESS ECONOMICS,"12,702",8.164,0.00883,"Business economics (Cleveland, Ohio)",,,,,,,,,
684,EBioMedicine,"15,647",8.143,0.04073,EBioMedicine,,,,,,,,,
685,Evidence-Based Mental Health,"1,201",8.141,0.00322,Evidence-based mental health,,,,,,,,,
686,eLife,"68,113",8.14,0.28782,eLife,,,,,,,,,
687,ARTIFICIAL INTELLIGENCE REVIEW,"4,715",8.139,0.00408,Artificial intelligence review,,,,,,,,,
688,Lancet Rheumatology,"1,395",8.136,0.00099,The Lancet. Rheumatology,,,,,,,,,
690,Environmental Science-Nano,"8,353",8.131,0.01324,Environmental science. Nano,,,,,,,,,
691,JOURNAL OF COLLOID AND INTERFACE SCIENCE,"96,115",8.128,0.06148,"Science (New York, N.Y.)",,,,,,,,,
692,JOURNAL OF INTERNATIONAL MARKETING,"3,370",8.125,0.00159,,,,,,,,,,
693,Cell Chemical Biology,"5,236",8.116,0.01805,Cell chemical biology,,,,,,,,,
694,OncoImmunology,"14,987",8.11,0.03023,Oncoimmunology,,,,,,,,,
696,Materials Today Nano,569,8.109,0.00093,,,,,,,,,,
697,Conservation Letters,"6,145",8.105,0.0103,Conservation letters,,,,,,,,,
698,Virtual and Physical Prototyping,"2,098",8.092,0.0025,,,,,,,,,,
699,Annual Review of Political Science,"5,418",8.091,0.00955,,,,,,,,,,
700,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,"6,886",8.09,0.00587,"Advanced materials (Deerfield Beach, Fla.)",,,,,,,,,
702,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,"18,719",8.089,0.02814,"Transportation research. Part C, Emerging technologies",,,,,,,,,
703,AMERICAN JOURNAL OF TRANSPLANTATION,"32,841",8.086,0.03798,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,,,,,,,,,
704,EUROPEAN JOURNAL OF EPIDEMIOLOGY,"11,622",8.082,0.01784,European journal of epidemiology,,,,,,,,,
705,ENVIRONMENTAL POLLUTION,"84,491",8.071,0.07982,"Environmental pollution (Barking, Essex : 1987)",,,,,,,,,
707,CLINICAL MICROBIOLOGY AND INFECTION,"24,871",8.067,0.03171,Infection,,,,,,,,,
709,NEW MEDIA & SOCIETY,"10,325",8.061,0.02192,Advances in applied microbiology,Annual review of microbiology,European journal of protistology,Food and environmental virology,International journal of medical sciences,Mycoses,Nature biotechnology,Nature communications,International journal of food microbiology,
710,Annual Review of Sociology,"15,460",8.055,0.00923,Annual review of sociology,,,,,,,,,
711,NEURAL NETWORKS,"18,837",8.05,0.01942,IEEE transactions on neural networks,,,,,,,,,
712,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,"3,762",8.044,0.0028,,,,,,,,,,
713,KNOWLEDGE-BASED SYSTEMS,"22,261",8.038,0.02794,Knowledge-based systems,,,,,,,,,
714,PLOS BIOLOGY,"39,598",8.029,0.05992,PLoS biology,,,,,,,,,
715,SPACE SCIENCE REVIEWS,"14,660",8.017,0.02491,Space science reviews,,,,,,,,,
716,Translational Neurodegeneration,"1,759",8.014,0.00316,Translational neurodegeneration,,,,,,,,,
717,RENEWABLE ENERGY,"72,390",8.001,0.06925,Renewable energy,,,,,,,,,
718,Essays in Biochemistry,"3,629",8,0.00645,Essays in biochemistry,,,,,,,,,
722,JOURNAL OF PATHOLOGY,"22,441",7.996,0.01761,Clinical medicine. Pathology,"Pathology (Philadelphia, Pa.)",Clinical medicine insights. Pathology,,,,,,,
723,MATERIALS & DESIGN,"71,936",7.991,0.06983,"Advanced materials (Deerfield Beach, Fla.)",Current opinion in dentistry,Dental update,Frontiers in chemistry,Journal of prosthodontics : official journal of the American College of Prosthodontists,Nanoscale,Scandinavian journal of clinical and laboratory investigation,"Materials (Basel, Switzerland)",,
724,Virus Evolution,"1,901",7.989,0.00764,Virus evolution,,,,,,,,,
725,Digital Journalism,"2,998",7.986,0.00793,"Journalism (London, England)",,,,,,,,,
726,Journal of Sustainable Tourism,"9,404",7.968,0.00583,,,,,,,,,,
727,ENGINEERING WITH COMPUTERS,"4,626",7.963,0.0027,Engineering with computers,,,,,,,,,
729,PROGRESS IN PHOTOVOLTAICS,"8,252",7.953,0.00804,Progress in photovoltaics,,,,,,,,,
730,CURRENT OPINION IN MICROBIOLOGY,"12,498",7.934,0.01676,Current opinion in microbiology,,,,,,,,,
731,JOURNAL OF CATALYSIS,"56,579",7.92,0.03271,Journal of catalysis,,,,,,,,,
732,IEEE Transactions on Sustainable Energy,"12,848",7.917,0.02213,,,,,,,,,,
733,STROKE,"78,912",7.914,0.06832,Stroke,,,,,,,,,
734,INTERNATIONAL AFFAIRS,"4,123",7.91,0.00658,International affairs,,,,,,,,,
735,JOURNAL OF ECONOMIC PERSPECTIVES,"17,361",7.901,0.02558,The journal of economic perspectives : a journal of the American Economic Association,,,,,,,,,
736,ANESTHESIOLOGY,"33,319",7.892,0.02357,BMC anesthesiology,,,,,,,,,
737,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,"32,606",7.885,0.0228,International journal of production economics,,,,,,,,,
738,Communication Methods and Measures,"1,507",7.882,0.00238,Communication methods and measures,,,,,,,,,
739,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,"16,613",7.88,0.00884,American journal of human genetics,Annals of surgical oncology,Frontiers in neuroscience,"Lancet (London, England)",Nature reviews. Drug discovery,Neuroscience and biobehavioral reviews,The Journal of neuroscience : the official journal of the Society for Neuroscience,eLife,The Journal of pathology,
740,Limnology and Oceanography Letters,809,7.875,0.00208,Limnology and oceanography letters,,,,,,,,,
741,Computer Science Review,"1,249",7.872,0.00195,,,,,,,,,,
742,mBio,"29,629",7.867,0.07102,mBio,,,,,,,,,
743,POLITICAL COMMUNICATION,"3,692",7.859,0.00645,Political communication,,,,,,,,,
744,NEUROPSYCHOPHARMACOLOGY,"30,856",7.853,0.0346,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,,,,,,,,,
745,DRUG DISCOVERY TODAY,"18,695",7.851,0.0174,Drug discovery today. Technologies,,,,,,,,,
746,Advanced Materials Technologies,"7,102",7.848,0.01396,Advanced materials technologies,,,,,,,,,
748,Academy of Management Perspectives,"4,802",7.846,0.00451,,,,,,,,,,
749,MODERN PATHOLOGY,"18,699",7.842,0.02119,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",,,,,,,,,
750,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,"7,744",7.838,0.00424,,,,,,,,,,
752,CURRENT OPINION IN PLANT BIOLOGY,"17,488",7.834,0.01791,Current opinion in plant biology,,,,,,,,,
753,AMERICAN POLITICAL SCIENCE REVIEW,"19,880",7.828,0.02047,,,,,,,,,,
754,Journal of Tissue Engineering,"1,442",7.813,0.00176,Journal of tissue engineering,,,,,,,,,
755,European Journal of Preventive Cardiology,"8,287",7.804,0.01425,European journal of preventive cardiology,,,,,,,,,
756,Educational Research Review,"3,660",7.803,0.00489,Educational research review,,,,,,,,,
757,Acta Neuropathologica Communications,"6,580",7.801,0.01632,Acta neuropathologica communications,,,,,,,,,
758,NUTRITION RESEARCH REVIEWS,"3,270",7.8,0.00181,Nutrition research reviews,,,,,,,,,
759,Review of International Organizations,"1,287",7.795,0.00269,,,,,,,,,,
760,CLINICAL NUCLEAR MEDICINE,"6,344",7.794,0.00699,Clinical nuclear medicine,,,,,,,,,
761,Circulation-Cardiovascular Imaging,"7,640",7.792,0.01551,Circulation. Cardiovascular imaging,,,,,,,,,
762,Nanoscale,"127,279",7.79,0.17162,Nanoscale,,,,,,,,,
763,Methods in Ecology and Evolution,"19,614",7.781,0.03414,Methods in ecology and evolution,,,,,,,,,
764,BIOINORGANIC CHEMISTRY AND APPLICATIONS,"1,406",7.778,0.00089,,,,,,,,,,
765,Global Food Security-Agriculture Policy Economics and Environment,"2,976",7.772,0.00519,,,,,,,,,,
766,Stem Cell Reports,"10,762",7.765,0.02929,Stem cell reports,,,,,,,,,
767,PATTERN RECOGNITION,"33,363",7.74,0.03271,Proceedings of the ... IAPR International Conference on Pattern Recognition. International Conference on Pattern Recognition,Pattern recognition,,,,,,,,
768,MEDICAL JOURNAL OF AUSTRALIA,"14,127",7.738,0.01115,,,,,,,,,,
769,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"14,105",7.727,0.02144,Blood,Seminars in cell & developmental biology,Seminars in oncology,"Lancet (London, England)",,,,,,
770,PSYCHOLOGICAL MEDICINE,"34,876",7.723,0.03885,Psychological medicine,,,,,,,,,
772,GeroScience,"1,597",7.713,0.00243,GeroScience,,,,,,,,,
773,ACS Sensors,"9,997",7.711,0.01968,ACS sensors,,,,,,,,,
774,AUTOMATION IN CONSTRUCTION,"16,738",7.7,0.01309,Automation in construction,,,,,,,,,
775,GENOMICS PROTEOMICS & BIOINFORMATICS,"3,241",7.691,0.00636,"Comparative biochemistry and physiology. Part D, Genomics & proteomics",,,,,,,,,
777,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,"97,124",7.673,0.02474,,,,,,,,,,
778,COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,"33,477",7.664,0.02555,,,,,,,,,,
779,Fluids and Barriers of the CNS,"1,956",7.662,0.00217,Fluids and barriers of the CNS,,,,,,,,,
780,OBSTETRICS AND GYNECOLOGY,"41,531",7.661,0.05118,,,,,,,,,,
781,PHARMACOLOGICAL RESEARCH,"20,422",7.658,0.02242,Pharmacological research,,,,,,,,,
782,Environmental Science & Technology Letters,"5,322",7.653,0.01045,Bioscience,Bulletin of environmental contamination and toxicology,Deutsches Arzteblatt international,Environmental education research,Environmental science & technology,Environmental science. Processes & impacts,International journal of environmental research and public health,Solid state nuclear magnetic resonance,Environmental science and pollution research international,
783,Acta Crystallographica Section D-Structural Biology,"23,670",7.652,0.02019,"Acta crystallographica. Section D, Structural biology",,,,,,,,,
784,BRITISH JOURNAL OF CANCER,"54,924",7.64,0.04207,British journal of cancer,,,,,,,,,
785,CYTOKINE & GROWTH FACTOR REVIEWS,"7,650",7.638,0.00585,Alternative medicine review : a journal of clinical therapeutic,Chest,Cold Spring Harbor perspectives in biology,Hematology/oncology clinics of North America,Proceedings of the National Academy of Sciences of the United States of America,The Biochemical journal,Annual review of immunology,Rinsho byori. The Japanese journal of clinical pathology,,
786,COMPUTERS IN INDUSTRY,"6,018",7.635,0.00584,Computers in industry,,,,,,,,,
787,CRITICAL REVIEWS IN MICROBIOLOGY,"4,027",7.624,0.00461,Critical reviews in microbiology,,,,,,,,,
788,Neurotherapeutics,"6,764",7.62,0.0094,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,,,,,,,,,
789,MAYO CLINIC PROCEEDINGS,"20,504",7.616,0.02582,"Mayo Clinic proceedings. Innovations, quality & outcomes",,,,,,,,,
790,SOIL BIOLOGY & BIOCHEMISTRY,"49,474",7.609,0.02789,Critical reviews in microbiology,International journal of molecular sciences,Journal of microbiological methods,Nature,"Science (New York, N.Y.)",Scientific reports,Trends in ecology & evolution,Ying yong sheng tai xue bao = The journal of applied ecology,FEMS microbiology ecology,
791,M&SOM-Manufacturing & Service Operations Management,"4,936",7.6,0.00697,Bio Systems,"Chemical communications (Cambridge, England)",Frontiers in plant science,Journal of molecular modeling,Phytopathology,Revue scientifique et technique (International Office of Epizootics),"Science (New York, N.Y.)","Sensors (Basel, Switzerland)",Studies in mycology,The Journal of chemical physics
793,CRITICAL CARE MEDICINE,"47,631",7.598,0.05075,"Indian journal of critical care medicine : peer-reviewed, official publication of Indian Society of Critical Care Medicine",,,,,,,,,
794,PERIODONTOLOGY 2000,"6,873",7.589,0.00567,Periodontology 2000,,,,,,,,,
795,Sustainable Cities and Society,"14,373",7.587,0.01684,Sustainable cities and society,,,,,,,,,
796,CEMENT & CONCRETE COMPOSITES,"24,627",7.586,0.01796,British dental journal,"Compendium of continuing education in dentistry (Jamesburg, N.J. : 1995)",Journal of prosthodontics : official journal of the American College of Prosthodontists,Journal of veterinary dentistry,Technology and health care : official journal of the European Society for Engineering and Medicine,The International journal of prosthodontics,The Journal of prosthetic dentistry,,,
797,RHEUMATOLOGY,"26,132",7.58,0.02891,BMC rheumatology,The Lancet. Rheumatology,,,,,,,,
798,Materials Today Advances,258,7.579,0.00039,Materials today. Advances,,,,,,,,,
799,Global Strategy Journal,"1,520",7.571,0.00237,American Industrial Hygiene Association journal,Journal of the South Carolina Medical Association (1975),,,,,,,,
800,Journal of Travel & Tourism Marketing,"6,308",7.564,0.0045,British medical bulletin,International journal of sport nutrition and exercise metabolism,JAMA,Medecine et maladies infectieuses,Orvosi hetilap,PloS one,The Medical clinics of North America,Turkiye parazitolojii dergisi,Journal of travel medicine,
801,Reviews of Environmental Contamination and Toxicology,"2,741",7.563,0.00082,Reviews of environmental contamination and toxicology,,,,,,,,,
802,Frontiers in Immunology,"84,852",7.561,0.18228,Frontiers in immunology,,,,,,,,,
803,Digestive Endoscopy,"4,707",7.559,0.00612,Digestive endoscopy : official journal of the Japan Gastroenterological Endoscopy Society,,,,,,,,,
804,INFORMATION & MANAGEMENT,"11,491",7.555,0.00719,BMJ open,Deutsche medizinische Wochenschrift (1946),IEEE journal of biomedical and health informatics,JCO clinical cancer informatics,Patient education and counseling,The Journal of chemical physics,The Journal of laryngology and otology,Journal of experimental child psychology,,
806,Engineering,"4,023",7.553,0.00715,"Engineering (Beijing, China)",,,,,,,,,
807,TOBACCO CONTROL,"10,279",7.552,0.01538,Tobacco control,,,,,,,,,
809,JOURNAL OF BUSINESS RESEARCH,"46,935",7.55,0.03523,Journal of business research,,,,,,,,,
810,Journal of Manufacturing Technology Management,"3,327",7.547,0.00183,,,,,,,,,,
812,JOURNAL OF FINANCE,"52,685",7.544,0.04489,,,,,,,,,,
813,ACS Photonics,"17,524",7.529,0.04394,ACS photonics,,,,,,,,,
814,JOURNAL OF GASTROENTEROLOGY,"9,578",7.527,0.01017,Journal of gastroenterology,,,,,,,,,
815,NEUROSCIENTIST,"5,949",7.519,0.00501,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry",,,,,,,,,
816,FOOD CHEMISTRY,"156,884",7.514,0.10029,Food chemistry,,,,,,,,,
817,Molecular Autism,"3,579",7.509,0.0074,Molecular autism,,,,,,,,,
818,Epilepsy Currents,"1,246",7.5,0.00175,Epilepsy currents,,,,,,,,,
819,Earths Future,"3,803",7.495,0.00985,Earth's future,,,,,,,,,
820,ULTRASONICS SONOCHEMISTRY,"26,178",7.491,0.02177,Ultrasonics sonochemistry,,,,,,,,,
821,CURRENT OPINION IN IMMUNOLOGY,"11,347",7.486,0.01427,Current opinion in immunology,,,,,,,,,
823,Oncogenesis,"4,065",7.485,0.00832,Oncogenesis,,,,,,,,,
824,European Urology Oncology,"1,413",7.479,0.00435,European urology oncology,,,,,,,,,
825,SENSORS AND ACTUATORS B-CHEMICAL,"107,565",7.46,0.09947,,,,,,,,,,
826,INFORMATION SYSTEMS JOURNAL,"3,235",7.453,0.00323,,,,,,,,,,
827,GLIA,"17,858",7.452,0.016,Glia,,,,,,,,,
828,JOURNAL OF UROLOGY,"53,977",7.45,0.03465,Urology,Therapeutic advances in urology,,,,,,,,
829,JOURNAL OF MEDICINAL CHEMISTRY,"85,946",7.446,0.05673,Journal of medicinal chemistry,,,,,,,,,
830,NEUROPSYCHOLOGY REVIEW,"3,941",7.444,0.00346,Neuropsychology review,,,,,,,,,
833,BMC BIOLOGY,"8,577",7.431,0.01575,BMC biology,,,,,,,,,
834,Current Issues in Tourism,"7,633",7.43,0.00647,,,,,,,,,,
835,Advances in Ecological Research,"2,777",7.429,0.00198,Advances in ecological research,,,,,,,,,
837,Molecular Metabolism,"6,676",7.422,0.01639,Molecular metabolism,,,,,,,,,
838,Astrophysical Journal Letters,"39,695",7.413,0.08011,,,,,,,,,,
839,INTERNATIONAL JOURNAL OF COMPUTER VISION,"18,124",7.41,0.02081,International journal of computer vision,,,,,,,,,
840,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,"4,264",7.403,0.00522,American journal of clinical dermatology,,,,,,,,,
841,IMMUNOLOGY,"14,248",7.397,0.01116,Immunology. Supplement,Annales de l'Institut Pasteur. Immunology,,,,,,,,
842,INTERNATIONAL JOURNAL OF CANCER,"64,014",7.396,0.05918,International journal of cancer,,,,,,,,,
843,Journal of Materials Chemistry C,"62,169",7.393,0.09371,Journal of materials chemistry. C,,,,,,,,,
844,Business & Society,"4,556",7.389,0.00362,AAOHN journal : official journal of the American Association of Occupational Health Nurses,Clinical spine surgery,Fertility and sterility,Journal of business continuity & emergency planning,New directions for student leadership,Plastic and reconstructive surgery,PloS one,Sleep medicine reviews,"The Mount Sinai journal of medicine, New York",Workplace health & safety
846,JOURNAL OF MANAGEMENT STUDIES,"17,387",7.388,0.00889,,,,,,,,,,
847,Wiley Interdisciplinary Reviews-Climate Change,"5,062",7.385,0.00836,Wiley interdisciplinary reviews. Climate change,,,,,,,,,
850,FREE RADICAL BIOLOGY AND MEDICINE,"52,714",7.376,0.03418,BMC medicine,Medicine,PLoS medicine,,,,,,,
851,Gastric Cancer,"7,698",7.37,0.01149,Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,,,,,,,,,
852,Current Neuropharmacology,"6,080",7.363,0.00773,Current neuropharmacology,,,,,,,,,
853,Inflammation and Regeneration,743,7.354,0.00145,Inflammation and regeneration,,,,,,,,,
854,European Review of Social Psychology,"1,540",7.353,0.00158,,,,,,,,,,
855,Journal of Innate Immunity,"3,032",7.349,0.00337,Journal of innate immunity,,,,,,,,,
856,Materials Today Bio,264,7.348,0.00028,Materials today. Bio,,,,,,,,,
857,npj Vaccines,"1,342",7.344,0.00385,NPJ vaccines,,,,,,,,,
858,JOURNAL OF EUROPEAN PUBLIC POLICY,"6,982",7.339,0.01141,Journal of European public policy,,,,,,,,,
859,Advances in Geophysics,701,7.333,0.00022,Advances in biophysics,,,,,,,,,
860,IEEE Transactions on Dependable and Secure Computing,"3,638",7.329,0.00527,IEEE transactions on dependable and secure computing,,,,,,,,,
862,Materials Science & Engineering C-Materials for Biological Applications,"50,537",7.328,0.04773,ACS combinatorial science,"Advanced materials (Deerfield Beach, Fla.)","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",Dental materials journal,Integrative and comparative biology,Macromolecular rapid communications,Molecular informatics,Photochemistry and photobiology,Angewandte Chemie (International ed. in English),
863,Implementation Science,"14,750",7.327,0.02001,Implementation science : IS,,,,,,,,,
865,CLINICAL NUTRITION,"20,235",7.324,0.02183,Human nutrition. Clinical nutrition,"Clinical nutrition (Edinburgh, Scotland)",,,,,,,,
866,Materials Research Letters,"3,298",7.323,0.00637,Materials research letters,,,,,,,,,
867,Mucosal Immunology,"9,440",7.313,0.01794,Mucosal immunology,,,,,,,,,
868,SEPARATION AND PURIFICATION TECHNOLOGY,"48,147",7.312,0.03566,,,,,,,,,,
869,Materials Today Energy,"2,876",7.311,0.00484,,,,,,,,,,
870,ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,"3,082",7.302,0.00388,Archives of computational methods in engineering : state of the art reviews,,,,,,,,,
