2949,MEDICAL MYCOLOGY,"6,503",,4.076,0.005900,Medical mycology
2955,Molecular Diagnosis & Therapy,"1,598",,4.074,0.002660,Acta tropica,American journal of clinical pathology,Experimental and therapeutic medicine,Genes,International journal of molecular sciences,"Materials (Basel, Switzerland)",The Analyst,Current opinion in allergy and clinical immunology
2960,European Journal of Psychotraumatology,"3,461",,4.071,0.006020,European journal of psychotraumatology
2965,GPS SOLUTIONS,"4,192",,4.066,0.005380,GPS solutions
2969,Journal of Clinical Sleep Medicine,"9,720",,4.062,0.013760,Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine
2969,PSYCHOLOGY OF WOMEN QUARTERLY,"5,609",,4.062,0.003900,Psychology of women quarterly
2975,PREVENTION SCIENCE,"5,615",,4.056,0.008350,Prevention science : the official journal of the Society for Prevention Research
2990,Neurosurgical Focus,"9,818",,4.047,0.011120,Neurosurgical focus
2991,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,"7,651",,4.046,0.010440,Medical informatics = Medecine et informatique
2998,Journal of Global Antimicrobial Resistance,"2,904",,4.035,0.005030,Journal of global antimicrobial resistance
2998,INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH,"4,339",,4.035,0.003080,International journal of methods in psychiatric research
3006,EXPERIMENTAL GERONTOLOGY,"12,714",,4.032,0.011820,Experimental gerontology
3007,Therapeutic Advances in Respiratory Disease,"1,281",,4.031,0.001880,Therapeutic advances in respiratory disease
3015,Diagnostic and Interventional Imaging,"2,437",,4.026,0.003290,Diagnostic and interventional imaging
3016,LASERS IN SURGERY AND MEDICINE,"7,332",,4.025,0.004040,Medicine
3022,PUBLIC HEALTH NUTRITION,"18,093",,4.022,0.019490,Public health nutrition
3022,SYSTEMATIC AND APPLIED MICROBIOLOGY,"6,244",,4.022,0.003460,Advances in applied microbiology
3027,EUROPEAN JOURNAL OF CLINICAL NUTRITION,"18,004",,4.016,0.011480,European journal of clinical nutrition
3036,International Journal of Machine Learning and Cybernetics,"3,352",,4.012,0.004510,International journal of machine learning and cybernetics
3045,FARADAY DISCUSSIONS,"11,222",,4.008,0.013090,Faraday discussions
3049,Journal of Diabetes,"2,644",,4.006,0.004660,Journal of diabetes
3051,JOURNAL OF DERMATOLOGY,"6,895",,4.005,0.007660,"Dermatology (Basel, Switzerland)",BMC dermatology
3057,PHYSICS TODAY,"5,293",,4.000,0.002450,Physics today
3057,RISK ANALYSIS,"13,236",,4.000,0.008130,Risk analysis : an official publication of the Society for Risk Analysis
3064,PANCREATOLOGY,"5,526",,3.996,0.008230,Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]
3066,MATHEMATICAL PROGRAMMING,"12,906",,3.995,0.017590,Mathematical programming
3074,Physical Review Materials,"7,823",,3.989,0.022960,Physical review materials
3078,Journal of Grid Computing,"1,044",,3.986,0.001030,Journal of grid computing
3080,CLINICAL AND EXPERIMENTAL MEDICINE,"1,942",,3.984,0.002040,PLoS medicine,Medicine,BMC medicine
3085,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,"8,582",,3.982,0.006820,Angewandte Chemie (International ed. in English),Biochemistry,"Chemical communications (Cambridge, England)",Environmental science & technology,"Journal of photochemistry and photobiology. B, Biology",Journal of the American Chemical Society,"Nanomaterials (Basel, Switzerland)",Organic letters,Osteoarthritis and cartilage,Water science and technology : a journal of the International Association on Water Pollution Research
3087,INTERNATIONAL JOURNAL FOR PARASITOLOGY,"11,815",,3.981,0.005940,International journal for parasitology. Drugs and drug resistance
3090,PAEDIATRIC AND PERINATAL EPIDEMIOLOGY,"4,004",,3.980,0.004310,"Epidemiology (Cambridge, Mass.)"
3098,REACTIVE & FUNCTIONAL POLYMERS,"8,498",,3.975,0.004810,Annales de dermatologie et de venereologie,Chemical research in toxicology,Comptes rendus biologies,Frontiers in chemistry,Medecine sciences : M/S,Organic & biomolecular chemistry,Schweizerische medizinische Wochenschrift,Vox sanguinis,Annales pharmaceutiques francaises
3101,CLINICAL IMMUNOLOGY,"11,321",,3.969,0.008970,Expert review of clinical immunology
3106,Developmental Neurobiology,"3,458",,3.964,0.004950,Developmental neurobiology
3111,WEST EUROPEAN POLITICS,"4,788",,3.960,0.007340,West European politics
3123,Annals of Clinical Microbiology and Antimicrobials,"2,326",,3.944,0.002910,Annals of clinical microbiology and antimicrobials
3123,THROMBOSIS RESEARCH,"16,275",,3.944,0.015600,Thrombosis research
3128,EUROPEAN CELLS & MATERIALS,"3,742",,3.942,0.002250,Cellular and molecular life sciences : CMLS,Comprehensive Physiology,Journal of hepatology,Nature,Nature biotechnology,"Science (New York, N.Y.)",Cell stem cell,Nature cell biology
3128,Obesity Facts,"2,377",,3.942,0.003540,Obesity facts
3130,Expert Review of Proteomics,"2,503",,3.940,0.003400,Expert review of proteomics
3136,TECTONOPHYSICS,"34,559",,3.933,0.021190,Tectonophysics
3150,MEASUREMENT,"21,942",,3.927,0.024320,Measurement : interdisciplinary research and perspectives,Measurement : journal of the International Measurement Confederation
3150,MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,"11,415",,3.927,0.012320,Materials science in semiconductor processing
3158,BMC Geriatrics,"10,235",,3.921,0.018730,BMC geriatrics
3158,NEUROCHEMISTRY INTERNATIONAL,"10,823",,3.921,0.008090,Neurochemistry international
3162,IEEE-ACM Transactions on Audio Speech and Language Processing,"4,568",,3.919,0.008150,"IEEE/ACM transactions on audio, speech, and language processing"
3164,International Journal of Health Geographics,"3,384",,3.918,0.002450,International journal of health geographics
3175,Pharmacogenomics & Personalized Medicine,662,,3.912,0.001060,Advances in experimental medicine and biology,American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists,Clinical and experimental pharmacology & physiology,Genes,Mayo Clinic proceedings,Pharmacogenomics,Pharmacotherapy,Rinsho byori. The Japanese journal of clinical pathology,Seminars in hematology,The Medical clinics of North America
3176,NEUROTOXICITY RESEARCH,"4,578",,3.911,0.004170,Neurotoxicity research
3179,BIODEGRADATION,"3,405",,3.909,0.001080,Biodegradation
3181,European Journal of Cardiovascular Nursing,"2,670",,3.908,0.003260,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology
3185,XENOTRANSPLANTATION,"2,129",,3.907,0.002700,Xenotransplantation
3189,EXPERIMENTAL CELL RESEARCH,"24,581",,3.905,0.016030,Experimental cell research
3191,JOURNAL OF NEPHROLOGY,"3,926",,3.902,0.004460,Journal of nephrology
3194,GEOFORUM,"11,684",,3.901,0.015900,"Geoforum; journal of physical, human, and regional geosciences"
3197,Sustainable Energy Grids & Networks,895,,3.899,0.001600,ChemSusChem,Environmental science and pollution research international,"Global challenges (Hoboken, NJ)",ISA transactions,"Materials (Basel, Switzerland)",Membranes,"Sensors (Basel, Switzerland)",Water science and technology : a journal of the International Association on Water Pollution Research,Chemical Society reviews
3201,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,"13,209",,3.896,0.005450,Journal of materials science. Materials in medicine
3206,OPTICS EXPRESS,"129,224",,3.894,0.136110,Optics express
3206,PSYCHO-ONCOLOGY,"15,157",,3.894,0.015880,Psycho-oncology
3214,PSICOTHEMA,"4,347",,3.890,0.002870,Psicothema
3217,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,"7,359",,3.886,0.005900,"American journal of reproductive immunology (New York, N.Y. : 1989)"
3222,Journal of Flood Risk Management,"1,856",,3.884,0.002400,Journal of flood risk management
3228,Emergencias,872,,3.881,0.000920,Emergencias : revista de la Sociedad Espanola de Medicina de Emergencias
3229,Biomedical Signal Processing and Control,"6,354",,3.880,0.007130,Biomedical signal processing and control
3233,INTERNATIONAL PSYCHOGERIATRICS,"9,732",,3.878,0.010150,International psychogeriatrics
3233,European Review of Aging and Physical Activity,720,,3.878,0.000920,European review of aging and physical activity : official journal of the European Group for Research into Elderly and Physical Activity
3238,Parasites & Vectors,"19,634",,3.876,0.031090,Annals of agricultural and environmental medicine : AAEM,Annual review of marine science,Microbiology spectrum,The Pediatric infectious disease journal,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,Parasites & vectors,Trends in parasitology
3245,NANOTECHNOLOGY,"49,078",,3.874,0.037410,Nanotechnology
3245,Applied Water Science,"5,014",,3.874,0.005700,Applied water science
3247,Plasma Processes and Polymers,"5,080",,3.872,0.003450,Plasma processes and polymers (Print)
3259,International Journal of Consumer Studies,"4,508",,3.864,0.002430,International journal of consumer studies
3266,International Forum of Allergy & Rhinology,"5,783",,3.858,0.007220,Allergy,JAMA,The European respiratory journal,Chest,International forum of allergy & rhinology
3268,Frontiers in Neuroanatomy,"4,556",,3.856,0.009800,Frontiers in neuroanatomy
3269,ADVANCES IN HEALTH SCIENCES EDUCATION,"3,798",,3.853,0.004540,Advances in health sciences education : theory and practice
3271,Journal of Happiness Studies,"7,683",,3.852,0.006750,Journal of happiness studies
3277,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,"58,203",,3.848,0.047550,Journal of geophysical research,Journal of geophysical research. Solid earth
3277,LANDSCAPE ECOLOGY,"11,520",,3.848,0.009120,Landscape ecology
3280,CEREBELLUM,"3,968",,3.847,0.005100,"Cerebellum (London, England)"
3284,Tissue Engineering Part A,"11,228",,3.845,0.006860,Tissue engineering. Part A
3288,AMERICAN JOURNAL OF BOTANY,"19,318",,3.844,0.009220,American journal of botany
3290,NEUROMOLECULAR MEDICINE,"2,423",,3.843,0.001780,Neuromolecular medicine
3295,Journal of Oncology Practice,"5,368",,3.840,0.013910,Journal of oncology practice
3300,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,"12,116",,3.837,0.010500,Journal of abnormal child psychology
3310,Mycotoxin Research,"1,508",,3.833,0.001180,Mycotoxin research
3310,INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,"6,128",,3.833,0.003560,"Nutrition (Burbank, Los Angeles County, Calif.)"
3316,BRITISH JOURNAL OF BIOMEDICAL SCIENCE,983,,3.829,0.000650,British journal of biomedical science
3340,FRESHWATER BIOLOGY,"17,185",,3.809,0.008250,Freshwater biology
3344,GASTROENTEROLOGY CLINICS OF NORTH AMERICA,"2,805",,3.806,0.003540,Gastroenterology clinics of North America
3344,Regenerative Medicine,"2,768",,3.806,0.002440,NPJ Regenerative medicine,Regenerative medicine
3352,One Health,829,,3.800,0.001560,"One health (Amsterdam, Netherlands)"
3357,Political Science Research and Methods,"1,170",,3.798,0.006470,Political science research and methods
3370,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,"8,783",,3.787,0.006830,International journal of biometeorology
3374,JOURNAL OF THE AMERICAN CERAMIC SOCIETY,"52,460",,3.784,0.021400,Journal of the American Ceramic Society. American Ceramic Society
3378,Techniques in Coloproctology,"3,480",,3.781,0.004150,Techniques in coloproctology
3378,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS,"1,349",,3.781,0.000710,Analytical and bioanalytical chemistry,Behavioural brain research,Biomolecules,CA: a cancer journal for clinicians,Carcinogenesis,Cellular and molecular life sciences : CMLS,International journal of environmental health research,International journal of molecular sciences,Mutation research
3380,DEVELOPMENTAL DYNAMICS,"11,159",,3.780,0.005210,Developmental dynamics : an official publication of the American Association of Anatomists
3384,Journal of Numerical Mathematics,567,,3.778,0.000890,"Numerical mathematics (Hong Kong, China)",BIT. Numerical mathematics
3392,Expert Review of Respiratory Medicine,"2,481",,3.772,0.004380,Expert review of respiratory medicine
3392,CMC-Computers Materials & Continua,"2,205",,3.772,0.002260,"Advanced materials (Deerfield Beach, Fla.)",Current opinion in dentistry,Journal of prosthodontics : official journal of the American College of Prosthodontists,Nanoscale,Nanotechnology,Periodontology 2000,Soft matter,The International journal of prosthodontics,"Materials (Basel, Switzerland)"
3397,JOURNAL OF SUBSTANCE ABUSE TREATMENT,"7,528",,3.770,0.009730,Journal of substance abuse treatment
3402,Plant Reproduction,616,,3.767,0.001510,Plant reproduction
3404,JOURNAL OF PHARMACY AND PHARMACOLOGY,"11,874",,3.765,0.004710,BMC pharmacology,Pharmacology
3406,NEUROTOXICOLOGY AND TERATOLOGY,"4,139",,3.763,0.002750,Teratology
3413,PROCESS BIOCHEMISTRY,"21,378",,3.757,0.008360,"Process biochemistry (Barking, London, England)"
3415,PEDIATRIC RESEARCH,"17,338",,3.756,0.013510,Pediatric research
3424,PEPTIDES,"11,944",,3.750,0.005380,Peptides
3432,JOURNAL OF GEOCHEMICAL EXPLORATION,"9,705",,3.746,0.006750,Journal of geochemical exploration
3434,Ticks and Tick-Borne Diseases,"4,726",,3.744,0.006820,Ticks and tick-borne diseases
3439,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"23,098",,3.742,0.010870,Science China. Chemistry,"Chemistry (Weinheim an der Bergstrasse, Germany)"
3440,IEEE Robotics and Automation Letters,"6,407",,3.741,0.014990,IEEE robotics and automation letters
3442,CHEMICAL RESEARCH IN TOXICOLOGY,"15,196",,3.739,0.009140,Chemical research in toxicology
3446,International Journal of Medical Sciences,"5,677",,3.738,0.005680,International journal of medical sciences
3452,MONTHLY WEATHER REVIEW,"32,787",,3.735,0.018520,Monthly weather review
3457,Biomedical Optics Express,"12,803",,3.732,0.021630,Biomedical optics express
3457,HARVARD REVIEW OF PSYCHIATRY,"2,499",,3.732,0.002560,Harvard review of psychiatry
3464,JOURNAL OF VIRAL HEPATITIS,"5,219",,3.728,0.009080,Journal of viral hepatitis
3470,Current Infectious Disease Reports,"1,737",,3.725,0.003160,Current infectious disease reports
3472,HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA,"3,117",,3.722,0.003910,Hematology/oncology clinics of North America
3476,PUBLIC ADMINISTRATION,"5,750",,3.720,0.005450,Public administration
3488,MARKETING SCIENCE,"9,096",,3.716,0.008090,"Science (New York, N.Y.)"
3488,Substance Abuse,"2,306",,3.716,0.004660,Substance abuse,Substance abuse : research and treatment
3494,PEDIATRIC NEPHROLOGY,"11,293",,3.714,0.008660,"Pediatric nephrology (Berlin, Germany)"
3498,IEEE-ACM Transactions on Computational Biology and Bioinformatics,"4,358",,3.710,0.006960,IEEE/ACM transactions on computational biology and bioinformatics
3502,Frontiers in Public Health,"8,172",,3.709,0.017640,Frontiers in public health
3504,CLINICAL NEUROPHYSIOLOGY,"23,593",,3.708,0.018330,Neurophysiologie clinique = Clinical neurophysiology
3512,CLINICAL CHEMISTRY AND LABORATORY MEDICINE,"11,462",,3.694,0.010680,Laboratory medicine
3521,GENE,"33,228",,3.688,0.027820,Gene
3523,Current Opinion in Critical Care,"3,861",,3.687,0.005180,Current opinion in critical care
3523,BIOLOGICAL CONTROL,"10,968",,3.687,0.006620,Biological control : theory and applications in pest management
3527,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,"11,189",,3.685,0.006630,Experimental neurology
3531,VETERINARY RESEARCH,"6,873",,3.683,0.005300,Veterinary research
3535,Regional Environmental Change,"6,469",,3.678,0.009410,Regional environmental change
3544,PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY,"1,646",,3.673,0.001910,Cognition & emotion,Journal of abnormal psychology,Nature human behaviour,Physical review. E,Scientific reports,Trends in ecology & evolution,Cognition,PloS one
3549,Elements,"3,824",,3.671,0.003220,"Elements (Quebec, Quebec)"
3549,JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,"5,637",,3.671,0.005810,Journal of urban health : bulletin of the New York Academy of Medicine
3552,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,"4,668",,3.667,0.003870,Annual review of biomedical engineering,Chemical reviews,"Journal of physiology, Paris",Nature reviews. Cancer,Small GTPases,Progress in biophysics and molecular biology
3558,POLYMERS FOR ADVANCED TECHNOLOGIES,"8,805",,3.665,0.004990,Polymers for advanced technologies
3562,APPLIED ERGONOMICS,"9,523",,3.661,0.008510,Applied ergonomics
3569,IMMUNOLOGICAL INVESTIGATIONS,"2,207",,3.657,0.001800,Immunological investigations
3572,JOURNAL OF RENAL NUTRITION,"2,824",,3.655,0.002690,Journal of renal nutrition : the official journal of the Council on Renal Nutrition of the National Kidney Foundation
3578,COGNITION,"21,123",,3.650,0.022620,Cognition
3580,Beilstein Journal of Nanotechnology,"6,169",,3.649,0.007840,Beilstein journal of nanotechnology
3584,JOURNAL OF LIPOSOME RESEARCH,"1,806",,3.648,0.000850,Journal of liposome research
3585,HPB,"6,923",,3.647,0.009900,"HPB surgery : a world journal of hepatic, pancreatic and biliary surgery"
3589,CURRENT OPINION IN ONCOLOGY,"3,340",,3.645,0.003580,Current opinion in oncology
3589,JOURNAL OF SEPARATION SCIENCE,"14,485",,3.645,0.009970,Journal of separation science
3599,BIOORGANIC & MEDICINAL CHEMISTRY,"33,936",,3.641,0.018890,Bioorganicheskaia khimiia,Cellular and molecular life sciences : CMLS,Chembiochem : a European journal of chemical biology,Chimia,European journal of pharmacology,Organic & biomolecular chemistry,Photochemistry and photobiology,"Prostaglandins, leukotrienes, and essential fatty acids","Molecules (Basel, Switzerland)"
3605,JOURNAL OF URBAN ECONOMICS,"7,069",,3.637,0.008500,Journal of urban economics
3607,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,"10,543",,3.636,0.008970,Acta obstetricia et gynecologica Scandinavica
3615,Archives of Womens Mental Health,"4,723",,3.633,0.005890,Archives of women's mental health
3622,BMC Psychiatry,"17,109",,3.630,0.026120,BMC psychiatry
3629,ETHICS,"3,619",,3.625,0.002920,Ethics
3632,Materials,"52,459",,3.623,0.060410,Nature reviews. Materials,Nature materials
3640,MARINE BIOTECHNOLOGY,"3,784",,3.619,0.002020,"Marine biotechnology (New York, N.Y.)"
3640,ANGIOLOGY,"3,724",,3.619,0.003060,Angiology
3646,VIROLOGY,"30,019",,3.616,0.021120,Virologie,Virology (Hyderabad),Virology : research and treatment
3649,Drug Metabolism and Pharmacokinetics,"2,248",,3.614,0.001440,Drug metabolism and pharmacokinetics
3656,METHODS,"26,408",,3.608,0.020300,"Methods (San Diego, Calif.)"
3660,BMC MICROBIOLOGY,"14,587",,3.605,0.013150,BMC microbiology
3671,JOURNAL OF LUMINESCENCE,"23,070",,3.599,0.017530,Journal of luminescence
3671,MELANOMA RESEARCH,"3,342",,3.599,0.003800,Melanoma research
3681,MedChemComm,"5,470",,3.597,0.007360,MedChemComm
3686,Journal of Breast Cancer,"1,532",,3.588,0.002220,Journal of breast cancer
3690,INSECT MOLECULAR BIOLOGY,"4,212",,3.585,0.002420,Insect molecular biology
3690,Smart Materials and Structures,"23,001",,3.585,0.019880,Smart materials & structures
3700,DEVELOPMENTAL BIOLOGY,"31,724",,3.582,0.018460,Wiley interdisciplinary reviews. Developmental biology
3702,JOURNAL OF AGRICULTURAL ECONOMICS,"2,733",,3.581,0.002230,Journal of agricultural economics
3704,RESPIRATION,"5,515",,3.580,0.005740,Tanaffos
3710,Pulmonology,509,,3.575,0.000740,Pulmonology
3714,IEEE SECURITY & PRIVACY,"2,067",,3.573,0.001790,Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,IEEE journal of biomedical and health informatics,IEEE pulse,IEEE transactions on image processing : a publication of the IEEE Signal Processing Society,IEEE transactions on visualization and computer graphics,IEEE transactions on cybernetics,Journal of biomedical informatics
3719,BIOCONTROL,"3,646",,3.571,0.002260,"BioControl (Dordrecht, Netherlands)"
3724,Applied Psychology-Health and Well Being,"1,401",,3.569,0.001540,Applied psychology. Health and well-being
3735,INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,"11,969",,3.561,0.013430,Indian pediatrics,Journal of perinatal medicine,Obstetrics and gynecology,The Australian & New Zealand journal of obstetrics & gynaecology,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,International journal of gynecological pathology : official journal of the International Society of Gynecological Pathologists,International urogynecology journal
3736,IEEE-ACM TRANSACTIONS ON NETWORKING,"8,037",,3.560,0.010100,"IEEE/ACM transactions on networking : a joint publication of the IEEE Communications Society, the IEEE Computer Society, and the ACM with its Special Interest Group on Data Communication"
3738,Frontiers in Behavioral Neuroscience,"9,314",,3.558,0.016380,Frontiers in behavioral neuroscience
3750,MARINE GEOLOGY,"16,994",,3.548,0.007990,Marine geology
3751,Journal of Immigrant & Refugee Studies,686,,3.547,0.001350,American journal of epidemiology,BMC public health,Current problems in pediatric and adolescent health care,European journal of public health,International journal of environmental research and public health,Journal of health and social behavior,"Journal of health politics, policy and law",Journal of racial and ethnic health disparities,PloS one,The Journal of experimental medicine
3756,Advances in Immunology,"3,044",,3.543,0.003290,Advances in immunology
3756,Asian Journal of Psychiatry,"5,338",,3.543,0.004290,Asian journal of psychiatry
3765,International Journal of Digital Earth,"2,329",,3.538,0.002690,International journal of digital earth
3767,POPULATION AND ENVIRONMENT,"1,765",,3.537,0.001240,Environment
3769,Ophthalmology and Therapy,705,,3.536,0.001470,Ophthalmology and therapy
3771,Perioperative Medicine,497,,3.535,0.001450,"Perioperative medicine (London, England)"
3775,SCIENCE TECHNOLOGY & HUMAN VALUES,"3,392",,3.534,0.003920,Advances in experimental medicine and biology,BMC health services research,Isis; an international review devoted to the history of science and its cultural influences,Nature,Proceedings of the National Academy of Sciences of the United States of America,Revista colombiana de psiquiatria,Science China. Life sciences,Science and engineering ethics,Social studies of science,The Kaohsiung journal of medical sciences
3779,Bilingualism-Language and Cognition,"4,112",,3.532,0.005230,Cognition
3798,Cognitive Systems Research,"1,762",,3.523,0.002190,Cognitive systems research
3800,EDUCATIONAL TECHNOLOGY & SOCIETY,"4,396",,3.522,0.004190,Advances in experimental medicine and biology,"British journal of hospital medicine (London, England : 2005)",International journal of environmental research and public health,New directions for youth development,Nurse education in practice,Revista brasileira de enfermagem,Revista da Associacao Medica Brasileira (1992),Teaching and learning in medicine,The Psychiatric quarterly,The Surgical clinics of North America
3803,AMINO ACIDS,"11,805",,3.520,0.007010,Amino acids
3804,SEXUALLY TRANSMITTED INFECTIONS,"5,335",,3.519,0.008190,Sexually transmitted infections
3816,ACS Omega,"23,258",,3.512,0.037010,ACS omega
3820,JOURNAL OF INTENSIVE CARE MEDICINE,"2,651",,3.510,0.004270,Journal of intensive care medicine
3828,MOLECULAR MICROBIOLOGY,"37,429",,3.501,0.018720,Molecular microbiology
3829,Thoracic Cancer,"3,140",,3.500,0.005400,Thoracic cancer
3829,TOXICOLOGY IN VITRO,"11,567",,3.500,0.008050,Toxicology in vitro : an international journal published in association with BIBRA
3835,MECHATRONICS,"4,997",,3.498,0.005060,IEEE/ASME transactions on mechatronics : a joint publication of the IEEE Industrial Electronics Society and the ASME Dynamic Systems and Control Division
3835,Current Alzheimer Research,"5,357",,3.498,0.005380,Current Alzheimer research
3848,Current Pain and Headache Reports,"3,117",,3.494,0.003550,Current pain and headache reports
3848,JOURNAL OF ORTHOPAEDIC RESEARCH,"18,355",,3.494,0.012800,Journal of orthopaedic research : official publication of the Orthopaedic Research Society
3848,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,"2,264",,3.494,0.001980,Journal of the peripheral nervous system : JPNS
3861,Cancer Prevention Research,"6,205",,3.491,0.005520,"Cancer prevention research (Philadelphia, Pa.)"
3866,JOURNAL OF OCCUPATIONAL REHABILITATION,"3,112",,3.489,0.002620,Journal of occupational rehabilitation
3868,JOURNAL OF CHEMICAL PHYSICS,"231,490",,3.488,0.092230,Chemical physics
3871,JOURNAL OF ENDOVASCULAR THERAPY,"4,318",,3.487,0.004840,Journal of endovascular therapy : an official journal of the International Society of Endovascular Specialists
3878,Radiation Oncology,"7,613",,3.481,0.010030,"Radiation oncology (London, England)"
3884,Journal of the Association of Environmental and Resource Economists,956,,3.478,0.004970,Journal of the Association of Environmental and Resource Economists
3884,DERMATOLOGIC CLINICS,"2,969",,3.478,0.003280,Dermatologic clinics
3884,CLINICAL ENDOCRINOLOGY,"15,795",,3.478,0.011560,Horumon to rinsho. Clinical endocrinology
3891,SOCIOLOGY OF RELIGION,"1,323",,3.476,0.001530,Sociology of religion
3891,JOURNAL OF TRAUMATIC STRESS,"10,550",,3.476,0.006170,Journal of traumatic stress
3895,ACS Earth and Space Chemistry,"1,714",,3.475,0.004650,ACS earth & space chemistry
3902,COGNITIVE PSYCHOLOGY,"9,369",,3.468,0.003990,Cognitive psychology
3902,SPINE,"53,384",,3.468,0.024770,Journal of neurosurgery. Spine
3905,EXPERIMENTAL EYE RESEARCH,"15,268",,3.467,0.011810,Experimental eye research
3916,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,"4,375",,3.462,0.002310,Climacteric : the journal of the International Menopause Society,Gaceta medica de Mexico,Health marketing quarterly,Indian journal of medical ethics,"Journal of psychopharmacology (Oxford, England)",Journal of the National Medical Association,Nature,Notes and records of the Royal Society of London,The Journal of clinical investigation,The New England journal of medicine
3917,International Breastfeeding Journal,"1,583",,3.461,0.001940,International breastfeeding journal
3918,FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES,"6,488",,3.459,0.004700,"Acta physiologica (Oxford, England)",Advances in therapy,Comprehensive psychiatry,Journal of the National Comprehensive Cancer Network : JNCCN,"Lancet (London, England)",Medicine and science in sports and exercise,Nature reviews. Clinical oncology,Neurophysiologie clinique = Clinical neurophysiology,"PM & R : the journal of injury, function, and rehabilitation","Tidsskrift for den Norske laegeforening : tidsskrift for praktisk medicin, ny raekke"
3918,Journal of Experimental Criminology,"1,747",,3.459,0.002280,Journal of experimental criminology
3924,Annals of General Psychiatry,"1,416",,3.455,0.001760,Annals of general psychiatry
3924,International Journal of Paediatric Dentistry,"3,302",,3.455,0.002460,International journal of paediatric dentistry
3924,SEMINARS IN DIALYSIS,"3,093",,3.455,0.002600,Seminars in dialysis
3933,Pervasive and Mobile Computing,"2,540",,3.453,0.003350,Pervasive and mobile computing
3937,Journal of Translational Internal Medicine,457,,3.451,0.000990,Journal of translational internal medicine
3942,Annual Review of Anthropology,"5,891",,3.448,0.004270,Annual review of anthropology
3942,Journal of Leadership & Organizational Studies,"2,292",,3.448,0.001710,American journal of rhinology & allergy,Journal of neuroimaging : official journal of the American Society of Neuroimaging,Journal of nursing management,Journal of science and medicine in sport,Journal of the American Geriatrics Society,Journal of veterinary medical education,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,The Canadian journal of nursing research = Revue canadienne de recherche en sciences infirmieres,American journal of epidemiology
3950,Endocrine Practice,"5,480",,3.443,0.009290,Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists
3950,REVIEW OF GENERAL PSYCHOLOGY,"6,122",,3.443,0.002980,"Review of general psychology : journal of Division 1, of the American Psychological Association"
3958,CULTURAL ANTHROPOLOGY,"3,202",,3.439,0.005450,Cultural anthropology : journal of the Society for Cultural Anthropology
3960,DYSPHAGIA,"5,879",,3.438,0.003740,Dysphagia
3962,Urolithiasis,"1,534",,3.436,0.002340,Urolithiasis
3968,JOURNAL OF AEROSOL SCIENCE,"8,678",,3.433,0.004530,Journal of aerosol science
3970,Society and Mental Health,484,,3.432,0.000780,Society and mental health
3971,Microbial Drug Resistance,"4,168",,3.431,0.004950,"Microbial drug resistance (Larchmont, N.Y.)"
3973,DISEASES OF THE ESOPHAGUS,"4,495",,3.429,0.006790,Diseases of the esophagus : official journal of the International Society for Diseases of the Esophagus
3974,CURRENT CANCER DRUG TARGETS,"3,578",,3.428,0.002220,Current cancer drug targets
