Acute myeloid leukaemias and related precursor neoplasms,急性髓系白血病和相关前体细胞肿瘤
Acute myeloid leukaemia with recurrent genetic abnormalities,急性髓系白血病伴重现性遗传学异常
Acute myeloid leukaemia with myelodysplasia-related changes,急性髓系白血病伴骨髓增生异常相关改变
Therapy-related myeloid neoplasms,治疗相关性髓系肿瘤
Therapy related acute myeloid leukaemia or myelodysplastic syndrome,治疗相关性急性髓系白血病或骨髓增生异常综合征
Other specified therapy-related myeloid neoplasms,其他特指的治疗相关性髓系肿瘤
"Therapy-related myeloid neoplasms, unspecified",未特指的治疗相关性髓系肿瘤
"Acute myeloid leukaemia, not elsewhere classified by criteria of other types",急性髓系白血病，采用其他标准不可归类在他处者
Acute myeloid leukaemia with minimal differentiation,急性髓系白血病微分化型
Acute myeloid leukaemia without maturation,急性髓系白血病不伴成熟
Acute myeloid leukaemia with maturation,急性髓系白血病伴成熟
Acute myelomonocytic leukaemia,急性粒单核细胞白血病
Acute monoblastic or monocytic leukaemia,急性原始单核细胞或单核细胞性白血病
Acute erythroid leukaemia,急性红白血病
Acute megakaryoblastic leukaemia,急性原始巨核细胞白血病
Acute basophilic leukaemia,急性嗜碱细胞白血病
Acute panmyelosis with myelofibrosis,急性全骨髓增殖症伴骨髓纤维化
Myeloid sarcoma,髓系肉瘤
"Other specified acute myeloid leukaemia, not elsewhere classified by criteria of other types",其他特指的急性髓系白血病，采用其他标准不可归类在他处者
"Acute myeloid leukaemia, unspecified",未特指的急性髓系白血病
Myeloid proliferation associated with Down syndrome,唐氏综合征相关性髓系增殖
Transient abnormal myelopoiesis,短暂性骨髓细胞生成异常
Myeloid leukaemia associated with Down syndrome,唐氏综合征相关性髓系白血病
Other specified myeloid proliferation associated with Down syndrome,其他特指的唐氏综合征相关性髓系增殖
"Myeloid proliferation associated with Down syndrome, unspecified",未特指的唐氏综合征相关性髓系增殖
Blastic plasmacytoid dendritic cell neoplasm,母细胞性浆细胞样树突细胞肿瘤
Other specified acute myeloid leukaemias and related precursor neoplasms,其他特指的急性髓系白血病和相关前体细胞肿瘤
"Acute myeloid leukaemias and related precursor neoplasms, unspecified",未特指的急性髓系白血病和相关前体细胞肿瘤
Acute leukaemias of ambiguous lineage,急性杂合性白血病
Precursor lymphoid neoplasms,前体淋巴细胞肿瘤
Precursor B-lymphoblastic neoplasms,前体B淋巴母细胞肿瘤
"B Lymphoblastic leukaemia or lymphoma, not elsewhere classified",B淋巴母细胞白血病或淋巴瘤，不可归类在他处者
B lymphoblastic leukaemia or lymphoma with t(9:22) (q34;q11.2); BCR-ABL1,B淋巴母细胞白血病或淋巴瘤伴t(9:22) (q34;q11.2); BCR-ABL1
Other B-lymphoblastic leukaemia/lymphoma with recurrent genetic abnormalities,其他B淋巴母细胞白血病/淋巴瘤伴重现性遗传学异常
Precursor T-lymphoblastic neoplasms,前体T淋巴母细胞肿瘤
"Precursor lymphoid neoplasms, unspecified",未特指的前体淋巴细胞肿瘤
Mature B-cell neoplasms,成熟B细胞肿瘤
Follicular lymphoma,滤泡性淋巴瘤
Follicular lymphoma grade 1,滤泡性淋巴瘤1级
Follicular lymphoma grade 2,滤泡性淋巴瘤2级
Follicular lymphoma grade 3,滤泡性淋巴瘤3级
Primary cutaneous follicle centre lymphoma,原发性皮肤滤泡中心淋巴瘤
Paediatric type follicular lymphoma,儿童型滤泡性淋巴瘤
Follicular lymphoma in situ,原位滤泡性淋巴瘤
Follicular lymphoma of small intestine,小肠滤泡性淋巴瘤
Other specified follicular lymphoma,其他特指的滤泡性淋巴瘤
"Follicular lymphoma, unspecified",未特指的滤泡性淋巴瘤
Diffuse large B-cell lymphomas,弥漫大B细胞淋巴瘤
Primary mediastinal large B-cell lymphoma,原发纵隔大B细胞淋巴瘤
Intravascular large B-cell lymphoma,血管内大B细胞淋巴瘤
Plasmablastic lymphoma,浆母细胞淋巴瘤
Lymphomatoid granulomatosis,淋巴瘤样肉芽肿
T-cell/histiocyte rich large B-cell lymphoma,富于T细胞组织细胞型大B细胞淋巴瘤
Primary diffuse large B-cell lymphoma of central nervous system,原发中枢神经系统弥漫大B细胞淋巴瘤
Epstein-Barr Virus-positive diffuse large B cell lymphoma of the elderly,老年EB病毒阳性弥漫大B细胞淋巴瘤
Diffuse large B-cell lymphoma associated with chronic inflammation,慢性炎症相关性弥漫大B细胞淋巴瘤
ALK-positive large B-cell lymphoma,ALK阳性大B细胞淋巴瘤
Primary effusion lymphoma,原发渗出性淋巴瘤
"Primary cutaneous diffuse large B-cell lymphoma, leg type",原发皮肤弥漫大B细胞淋巴瘤，腿型
Other specified diffuse large B-cell lymphomas,其他特指的弥漫大B细胞淋巴瘤
"Diffuse large B-cell lymphoma, not otherwise specified",弥漫大B细胞淋巴瘤，其他方面未特指
Mature B-cell neoplasm with leukaemic behaviour,成熟B细胞肿瘤伴白血病行为
Chronic lymphocytic leukaemia or small lymphocytic lymphoma,慢性淋巴细胞白血病或小淋巴细胞淋巴瘤
Chronic lymphocytic leukaemia of B-cell type,慢性B细胞型淋巴细胞白血病
Other specified chronic lymphocytic leukaemia or small lymphocytic lymphoma,其他特指的慢性淋巴细胞白血病或小淋巴细胞淋巴瘤
"Chronic lymphocytic leukaemia or small lymphocytic lymphoma, unspecified",未特指的慢性淋巴细胞白血病或小淋巴细胞淋巴瘤
B-cell prolymphocytic leukaemia,B细胞幼淋巴细胞白血病
B-cell prolymphocytic leukaemia in complete remission,B细胞幼淋巴细胞白血病完全缓解
Other specified b-cell prolymphocytic leukaemia,其他特指的B细胞幼淋巴细胞白血病
"B-cell prolymphocytic leukaemia, unspecified",未特指的B细胞幼淋巴细胞白血病
Hairy-cell leukaemia,毛细胞白血病
"Splenic B-cell lymphoma or leukaemia, unclassifiable",不可归类的脾B细胞淋巴瘤或白血病
Other specified mature B-cell neoplasm with leukaemic behaviour,其他特指的成熟B细胞肿瘤伴白血病行为
"Mature B-cell neoplasm with leukaemic behaviour, unspecified",未特指的成熟B细胞肿瘤伴白血病行为
Plasma cell neoplasms,浆细胞肿瘤
Monoclonal gammopathy of undetermined significance,意义未明的单克隆丙种球蛋白病
Plasma cell myeloma,浆细胞骨髓瘤
Solitary plasmacytoma,孤立性浆细胞瘤
Extraosseous plasmacytoma,骨外浆细胞瘤
Plasma cell leukaemia,浆细胞白血病
Monoclonal immunoglobulin deposition disease,单克隆免疫球蛋白沉积病
Heavy chain deposition disease,重链沉积病
Light and heavy chain deposition disease,轻链和重链沉积病
Light chain deposition disease,轻链沉积病
Other specified multiple myeloma and plasma cell neoplasms,其他特指的多发性骨髓瘤和浆细胞肿瘤
"Plasma cell neoplasm, unspecified",未特指的浆细胞肿瘤
Heavy chain diseases or malignant immunoproliferative diseases,重链病或恶性免疫增生性疾病
Alpha heavy chain disease,α重链病
Gamma heavy chain disease,γ重链病
Mu heavy chain disease,μ重链病
Other specified malignant immunoproliferative diseases,其他特指的恶性免疫增生性疾病
"Heavy chain diseases, unspecified",未特指的重链病
Other specified mature B-cell neoplasms or lymphoma,其他特指的成熟B细胞肿瘤或淋巴瘤
Nodal marginal zone lymphoma,淋巴结边缘区淋巴瘤
Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue of stomach,胃黏膜相关淋巴组织结外边缘区淋巴瘤
"Extranodal marginal zone B-cell lymphoma, primary site skin",结外边缘区淋巴瘤，原发皮肤
"Extranodal marginal zone B-cell lymphoma, primary site excluding stomach or skin",胃或皮肤以外的结外边缘区淋巴瘤
Lymphoplasmacytic lymphoma,淋巴浆细胞淋巴瘤
Mantle cell lymphoma,套细胞淋巴瘤
Burkitt lymphoma including Burkitt leukaemia,伯基特淋巴瘤包括伯基特白血病
Further specified mature B-cell neoplasms or lymphoma,进一步特指的成熟性B细胞肿瘤或淋巴瘤
"B-cell lymphoma, mixed features",B细胞淋巴瘤，混合特征的
"Malignant lymphoma of B cell type, not elsewhere classified",B细胞型恶性淋巴瘤，不可归类在他处者
B-cell lymphoma unclassifiable with features intermediate between Burkitt lymphoma and diffuse large B-cell lymphoma,介于伯基特淋巴瘤和弥漫大B细胞淋巴瘤之间的不能分类的B细胞淋巴瘤
B-cell lymphoma unclassifiable with features intermediate between classical Hodgkin lymphoma and diffuse large B-cell lymphoma,介于经典型霍奇金淋巴瘤和弥漫大B细胞淋巴瘤之间的不能分类的B细胞淋巴瘤
"Other specified B-cell lymphoma, mixed features",其他特指的B细胞淋巴瘤，混合特征的
"B-cell lymphoma, mixed features, unspecified",未特指的B细胞淋巴瘤，混合特征的
"Mature B-cell neoplasms, unspecified",未特指的成熟B细胞肿瘤
Mature T-cell or NK-cell neoplasms,成熟T细胞或NK细胞肿瘤
"Mature T-cell lymphoma, specified types, nodal or systemic",成熟T细胞淋巴瘤，特指型，结节性或系统性
T-cell prolymphocytic leukaemia,T细胞幼淋巴细胞白血病
T-cell large granular lymphocytic leukaemia,T细胞大颗粒性淋巴细胞白血病
Chronic lymphoproliferative disorders of NK-cells,慢性NK细胞淋巴增殖性疾病
Aggressive NK cell leukaemia,侵袭性NK细胞白血病
Systemic Epstein-Barr Virus-positive T-cell lymphoma of childhood,儿童系统性EB病毒阳性T细胞淋巴瘤
"Adult T-cell lymphoma or leukaemia, human T-cell lymphotropic virus type 1-associated",成人T细胞淋巴瘤或白血病，人类嗜T细胞病毒病毒1型相关性
"Extranodal NK/T-cell lymphoma, nasal type",结外NK/T细胞淋巴瘤，鼻型
Enteropathy associated T-cell lymphoma,肠病相关性T细胞淋巴瘤
Hepatosplenic T-cell lymphoma,肝脾T细胞淋巴瘤
Angioimmunoblastic T-cell lymphoma,血管免疫母细胞T细胞淋巴瘤
"Anaplastic large cell lymphoma, ALK-positive",间变性大细胞淋巴瘤，ALK阳性
"Anaplastic large cell lymphoma, ALK-negative",间变性大细胞淋巴瘤，ALK阴性
"Peripheral T-cell lymphoma, not otherwise specified",外周T细胞淋巴瘤，其他方面未特指
"Mature T-cell or NK-cell lymphomas and lymphoproliferative disorders, primary cutaneous specified types",成熟T细胞或NK细胞淋巴瘤和淋巴增生性疾病，原发性皮肤特定类型
Subcutaneous panniculitis-like T-cell lymphoma,皮下脂膜炎样T细胞淋巴瘤
Mycosis fungoides,蕈样霉菌病
Sézary syndrome,Sézary综合征
Primary cutaneous CD-30 positive T-cell lymphoproliferative disorders,原发皮肤CD30阳性T细胞淋巴组织增殖性疾病
Primary cutaneous CD30 positive anaplastic large cell lymphoma,原发皮肤CD30阳性间变性大细胞淋巴瘤
Lymphomatoid papulosis,淋巴瘤样丘疹病
Other specified primary cutaneous mature T-cell or NK-cell lymphomas and lymphoproliferative disorders,其他特指的原发皮肤成熟T细胞或NK细胞淋巴瘤和淋巴组织增殖性疾患
Primary cutaneous T-cell lymphoma of undetermined or unspecified type,未确定或未特指类型的原发皮肤T细胞淋巴瘤
Other specified mature T-cell or NK-cell neoplasms,其他特指的成熟T细胞或NK细胞肿瘤
"Mature T-cell or NK-cell neoplasms, unspecified",未特指的成熟T细胞或NK细胞肿瘤
Hodgkin lymphoma,霍奇金淋巴瘤
Nodular lymphocyte predominant Hodgkin lymphoma,结节性淋巴细胞为主型霍奇金淋巴瘤
Classical Hodgkin lymphoma,经典型霍奇金淋巴瘤
Nodular sclerosis classical Hodgkin lymphoma,经典型霍奇金淋巴瘤，结节硬化型
Lymphocyte-rich classical Hodgkin lymphoma,经典型霍奇金淋巴瘤，富于淋巴细胞型
Mixed cellularity classical Hodgkin lymphoma,经典型霍奇金淋巴瘤，混合细胞型
Lymphocyte depleted classical Hodgkin lymphoma,经典型霍奇金淋巴瘤，淋巴细胞消减型
"Classical Hodgkin lymphoma, unspecified",未特指的经典型霍奇金淋巴瘤
"Hodgkin lymphoma, unspecified",未特指的霍奇金淋巴瘤
Histiocytic or dendritic cell neoplasms,组织细胞或树突状细胞肿瘤
Juvenile xanthogranuloma,幼年性黄色肉芽肿
Histiocytic sarcoma,组织细胞肉瘤
Langerhans cell histiocytosis,朗格汉斯细胞组织细胞增多症
Langerhans cell histiocytosis involving the skin,朗格汉斯细胞组织细胞增多症累及皮肤
Other specified Langerhans cell histiocytosis,其他特指的朗格汉斯细胞组织细胞增多症
Langerhans cell sarcoma,朗格汉斯细胞肉瘤
Interdigitating dendritic cell sarcoma,交错树突细胞肉瘤
Follicular dendritic cell sarcoma,滤泡性树突状细胞肉瘤
Indeterminate cell histiocytosis,未定类细胞组织细胞增生症
Fibroblastic reticular cell tumour,成纤维细胞网状细胞肿瘤
Other specified histiocytic or dendritic cell neoplasms,其他特指的组织细胞或树突状细胞肿瘤
"Histiocytic or dendritic cell neoplasms, unspecified",未特指的组织细胞或树突状细胞肿瘤
Immunodeficiency-associated lymphoproliferative disorders,免疫缺陷相关性淋巴增生性疾患
"Post-transplant lymphoproliferative disorder, early lesion",移植后淋巴增生性疾患，早期损害
Reactive plasmacytic hyperplasia,反应性浆细胞增生
"Post-transplant lymphoproliferative disorder, Infectious mononucleosis-like",移植后淋巴组织增生性疾患，传染性单核细胞样增多症
Polymorphic post-transplant lymphoproliferative disorder,多形性移植后淋巴组织增生性疾患
Other specified immunodeficiency-associated lymphoproliferative disorders,其他特指的免疫缺陷相关性淋巴增生性疾患
"Immunodeficiency-associated lymphoproliferative disorders, unspecified",未特指的免疫缺陷相关性淋巴增生性疾患
Malignant haematopoietic neoplasms without further specification,恶性造血组织肿瘤，未进一步特指
"Acute leukaemia, not elsewhere classified",急性白血病，不可归类在他处者
Myeloid leukaemia,髓系白血病
"Chronic myeloid leukaemia, not elsewhere classified",慢性髓系白血病，不可归类在他处者
"Lymphoid leukaemia, not elsewhere classified",淋巴细胞白血病，不可归类在他处者
"Leukaemia, unspecified",白血病，未特指
"Malignant lymphoma, not elsewhere classified",恶性淋巴瘤，不可归类在他处者
Other malignant haematopoietic neoplasms without further specification,其他恶性造血组织肿瘤，未进一步特指
"Symptoms of blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统的症状
Symptom or complaint of the blood,关于血液的症状或主诉
Enlarged lymph nodes,淋巴结增大
Localised lymph node enlargement,局部淋巴结增大
Generalised lymph node enlargement,全身淋巴结增大
"Enlarged lymph nodes, unspecified",未特指的淋巴结增大
Fear of haematological disease,血液疾病恐惧
"Other specified symptoms of blood, blood-forming organs, or the immune system",其他特指的血液、造血器官或免疫系统的症状
"Neoplasms of haematopoietic or lymphoid tissues, unspecified",未特指的造血或淋巴组织肿瘤
"Symptoms, signs or clinical findings of blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统的症状、体征或临床所见
"Symptoms of blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统的症状
Symptom or complaint of the blood,关于血液的症状或主诉
Enlarged lymph nodes,淋巴结增大
Localised lymph node enlargement,局部淋巴结增大
Generalised lymph node enlargement,全身淋巴结增大
"Enlarged lymph nodes, unspecified",未特指的淋巴结增大
Fear of haematological disease,血液疾病恐惧
"Other specified symptoms of blood, blood-forming organs, or the immune system",其他特指的血液、造血器官或免疫系统的症状
"Clinical findings in blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统临床所见
Abnormal serum enzyme levels,血清酶水平异常
Elevation of levels of transaminase or lactic acid dehydrogenase,转氨酶或乳酸脱氢酶水平升高
Abnormal levels of other specified serum enzymes,其他特指的血清酶水平异常
Abnormal level of unspecified serum enzyme,未特指的血清酶水平异常
"Clinical findings of hormones in blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统中激素的临床所见
"Clinical findings of drugs, medicaments and biological substances in blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统中药物、药剂和生物制品的临床所见
Finding of opiate drug in blood,血中发现阿片类药物
Finding of cocaine in blood,血中发现可卡因
Finding of hallucinogen in blood,血中发现致幻剂
Finding of psychotropic drug in blood,血中发现精神类药物
Finding of steroid agent in blood,血中发现类固醇物质
"Other specified clinical findings of drugs, medicaments and biological substances in blood, blood-forming organs, or the immune system",其他特指的血液、造血器官或免疫系统中药物、药剂和生物制品的临床所见
"Clinical findings of substances chiefly nonmedicinal as to source in blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统的主要为非药用物质的临床所见
Finding of abnormal level of heavy metals in blood,血中发现重金属水平异常
Abnormal level of lead in blood,血铅水平异常
Finding of abnormal level of other specified heavy metals in blood,血中发现其他特指的重金属水平异常
Finding of alcohol in blood,血中发现酒精
"Abnormal level of other specified substances chiefly nonmedicinal as to source in blood, blood-forming organs and the immune system",血液、造血器官或免疫系统其他特指的主要为非药用物质的水平异常
"Immunological findings in blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统的免疫学所见
Laboratory evidence of human immunodeficiency virus,人类免疫缺陷病毒的实验室证据
Certain specified immunological findings,某些特指的免疫学所见
Abnormal reaction to tuberculin test,结核菌素试验的异常反应
Anticitrullinated protein antibody negative,抗瓜氨酸蛋白抗体阴性
Anticitrullinated protein antibody positive,抗瓜氨酸蛋白抗体阳性
Anti-nuclear antibody negative,抗核抗体阴性
Anti-nuclear antibody positive,抗核抗体阳性
Elevated C-reactive protein,C反应蛋白升高
False-positive serological test for syphilis,梅毒血清学试验假阳性
Human leukocyte antigen negative,人类白细胞抗原阴性
Human leukocyte antigen positive,人类白细胞抗原阳性
Neural autoantibody negative,神经自身抗体阴性
Neural autoantibody positive,神经自身抗体阳性
Prostate specific antigen positive,前列腺特异性抗原阳性
Raised antibody titre,抗体滴度增高
Rheumatoid factor negative,类风湿因子阴性
Rheumatoid factor positive,类风湿因子阳性
"Other specified immunological findings in blood, blood-forming organs, or the immune system",其他特指的血液、造血器官或免疫系统的免疫学所见
"Microbiological findings in blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统的微生物学所见
Bacteraemia,菌血症
Fungaemia,真菌血症
"Other specified microbiological findings in blood, blood-forming organs, or the immune system",其他特指的血液、造血器官或免疫系统的微生物学所见
"Cytological findings in blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统的细胞学所见
Abnormality of red blood cells,红细胞异常
"Haemolysis, not elsewhere classified",溶血，不可归类在他处者
Other specified abnormality of red blood cells,其他特指的红细胞异常
"Abnormality of red blood cells, unspecified",未特指的红细胞异常
Abnormality of white blood cells,白细胞异常
Decreased white blood cell count,白细胞计数下降
Elevated white blood cell count,白细胞计数升高
Low white blood cell count,低白细胞计数
"Other specified cytological findings in blood, blood-forming organs, or the immune system",其他特指的血液、造血器官或免疫系统的细胞学所见
"Cytological findings in blood, blood-forming organs, or the immune system, unspecified",未特指的血液、造血器官或免疫系统的细胞学所见
"Histological findings in blood, blood-forming organs, or the immune system",血液、造血器官或免疫系统的组织学所见
Certain clinical findings of blood chemistry,血生化的某些临床所见
Elevated blood glucose level,血糖水平升高
Abnormal glucose tolerance test,葡萄糖耐量试验异常
Neonatal hyperglycaemia,新生儿高血糖症
Neonatal hyperglycaemia due to insulin deficiency,胰岛素缺乏引起的新生儿高血糖症
Neonatal hyperglycaemia due to iatrogenic intravenous therapy,医源性静脉内治疗引起的新生儿高血糖症
Other specified neonatal hyperglycaemia,其他特指的新生儿高血糖症
"Neonatal hyperglycaemia, unspecified",未特指的新生儿高血糖症
Other specified elevated blood glucose level,其他特指的血糖水平升高
Abnormal level of blood mineral,血液矿物质水平异常
Abnormal arterial blood-gas level,动脉血气水平异常
Abnormal coagulation profile,凝血异常
Low haemoglobin,低血红蛋白
Other specified abnormal findings of blood chemistry,其他特指的血生化的异常所见
"Abnormal findings of blood chemistry, unspecified",未特指的血生化的异常所见
Certain abnormalities of plasma proteins,血浆蛋白的某些异常
Abnormality of albumin,白蛋白异常
Abnormality of alphafetoprotein,甲胎蛋白异常
Abnormality of globulin,球蛋白异常
Abnormalities of other specified plasma proteins,其他特指的血浆蛋白异常
Abnormalities of unspecified plasma proteins,未特指的血浆蛋白异常
Elevated erythrocyte sedimentation rate or abnormality of plasma viscosity,红细胞沉降率升高或血浆粘滞度异常
Elevated erythrocyte sedimentation rate,红细胞沉降率升高
Abnormal plasma viscosity,血浆粘滞度异常
"Other specified clinical findings in blood, blood-forming organs, or the immune system",其他特指的血液、造血器官或免疫系统临床所见
"Other specified symptoms, signs or clinical findings of blood, blood-forming organs, or the immune system",其他特指的血液、造血器官或免疫系统的症状、体征或临床所见
Other specified diseases of the blood or blood-forming organs,其他特指的血液或造血器官疾病
"Diseases of the blood or blood-forming organs, unspecified",未特指的血液或造血器官疾病
Diseases of the immune system,免疫系统疾病
Primary immunodeficiencies,原发性免疫缺陷
Primary immunodeficiencies due to disorders of innate immunity,固有免疫疾患引起的原发性免疫缺陷
Functional neutrophil defects,功能性中性粒细胞缺陷
Neutrophil immunodeficiency syndrome,中性粒细胞免疫缺陷综合征
Haemolytic anaemia due to glucose-6-phosphate dehydrogenase deficiency,葡萄糖-6-磷酸脱氢酶缺乏引起的溶血性贫血
Other specified functional neutrophil defects,其他特指的功能性中性粒细胞缺陷
"Functional neutrophil defects, unspecified",未特指的功能性中性粒细胞缺陷
Defects in the complement system,补体系统缺陷
Immunodeficiency with an early component of complement deficiency,免疫缺陷，伴早期补体成分缺乏
Immunodeficiency with a late component of complement deficiency,伴晚期补体成分缺乏的免疫缺陷病
Immunodeficiency with factor B deficiency,免疫缺陷，伴B因子缺乏
Immunodeficiency with factor D anomaly,免疫缺陷，伴D因子异常
Hereditary angioedema,遗传性血管性水肿
Acquired angioedema,获得性血管性水肿
Other specified defects in the complement system,其他特指的补体系统缺陷
"Defects in the complement system, unspecified",未特指的补体系统缺陷
Genetic susceptibility to particular pathogens,对特定病原体的遗传学易感性
Encephalitis due to herpes simplex virus,单纯疱疹病毒性脑炎
Chronic mucocutaneous candidosis,慢性黏膜皮肤念珠菌病
Immunodeficiency with natural-killer cell deficiency,免疫缺陷，伴自然杀伤细胞缺乏
Constitutional neutropaenia,体质性中性粒细胞减少症
Other specified primary immunodeficiencies due to disorders of innate immunity,其他特指的固有免疫疾患引起的原发性免疫缺陷
"Primary immunodeficiencies due to disorders of innate immunity, unspecified",未特指的固有免疫疾患引起的原发性免疫缺陷
Primary immunodeficiencies due to disorders of adaptive immunity,适应性免疫障碍引起的原发性免疫缺陷
Immunodeficiencies with predominantly antibody defects,抗体缺陷为主的免疫缺陷
Hereditary agammaglobulinaemia with profoundly reduced or absent B cells,遗传性无丙种球蛋白血症伴B细胞的缺乏或极度减少
Immunodeficiencies with severe reduction in at least two serum immunoglobulin isotypes with normal or low numbers of B cells,B细胞数量正常或降低的两种以上免疫球蛋白严重缺乏的免疫缺陷症
Specific antibody deficiency with normal immunoglobulin concentrations or normal number of B cells,特定抗体缺乏伴免疫球蛋白浓度正常或B细胞数量正常
Transient hypogammaglobulinaemia of infancy,婴儿期短暂性低丙球蛋白血症
Immunodeficiencies with isotype or light chain deficiencies with normal number of B cells,免疫缺陷，伴同种型或轻链缺陷和正常数量的B细胞
Immunodeficiencies with severe reduction in serum IgG or IgA with normal or elevated IgM and normal numbers of B-cells,免疫缺陷，伴血清IgG或IgA重度降低，IgM正常或升高，正常数量的B细胞
Other specified immunodeficiencies with predominantly antibody defects,其他特指的抗体缺陷为主的免疫缺陷
"Immunodeficiencies with predominantly antibody defects, unspecified",未特指的抗体缺陷为主的免疫缺陷
Combined immunodeficiencies,联合免疫缺陷
Severe combined immunodeficiencies,严重联合免疫缺陷
Major histocompatibility complex class I deficiency,I类主要组织相容性复合体缺陷
Major histocompatibility complex class II deficiency,主要组织相容性复合体II类缺乏
Other specified combined immunodeficiencies,其他特指的联合免疫缺陷
"Combined immunodeficiencies, unspecified",未特指的联合免疫缺陷
Diseases of immune dysregulation,免疫失调性疾病
Immune dysregulation syndromes with hypopigmentation,免疫缺陷综合征伴色素减退
Immune dysregulation syndromes presenting primarily with autoimmunity,自身免疫为主要表现的免疫失调综合征
Immune dysregulation syndromes presenting primarily with lymphoproliferation,淋巴细胞增生为主要表现的免疫失调综合征
Primary haemophagocytic lymphohistiocytosis,原发性噬血细胞性淋巴组织细胞增多症
Other specified diseases of immune dysregulation,其他特指的免疫失调性疾病
"Diseases of immune dysregulation, unspecified",未特指的免疫失调性疾病
Other well-defined immunodeficiency syndromes due to defects in adaptive immunity,其他明确的由适应性免疫缺陷引起的免疫缺陷综合征
Immunodeficiency due to defects of the thymus,胸腺缺陷导致的免疫缺陷症
CATCH 22 phenotype,CATCH 22表型
DNA repair defects other than combined T-cell or B-cell immunodeficiencies,不同于T细胞或B细胞联合免疫缺陷的DNA修复缺陷
Immuno-osseous dysplasia,免疫-骨发育不良
Hepatic veno-occlusive disease - immunodeficiency,肝静脉闭塞病伴免疫缺陷
Hyperimmunoglobulin E syndromes,高免疫球蛋白E综合征
"Primary immunodeficiencies due to disorders of adaptive immunity, unspecified",未特指的适应性免疫障碍引起的原发性免疫缺陷
Other specified primary immunodeficiencies,其他特指的原发性免疫缺陷
"Primary immunodeficiencies, unspecified",未特指的原发性免疫缺陷
Acquired immunodeficiencies,获得性免疫缺陷
Adult-onset immunodeficiency,成人免疫缺陷
Acquired immunodeficiency due to loss of immunoglobulin,免疫球蛋白丢失引起的获得性免疫缺陷
Human immunodeficiency virus disease,人类免疫缺陷病毒病
Human immunodeficiency virus disease associated with tuberculosis,艾滋病合并结核病
HIV disease clinical stage 1 associated with tuberculosis,艾滋病临床1期合并结核病
HIV disease clinical stage 2 associated with tuberculosis,艾滋病临床2期合并结核病
HIV disease clinical stage 3 associated with tuberculosis,艾滋病临床3期合并结核病
HIV disease clinical stage 4 associated with tuberculosis,艾滋病临床4期合并结核病
Kaposi sarcoma associated with human immunodeficiency virus disease associated with tuberculosis,艾滋病相关卡波西肉瘤合并结核病
Dementia due to human immunodeficiency virus,人类免疫缺陷病毒所致痴呆
HIV retinitis,HIV视网膜炎
Other specified HIV disease clinical stage 4 associated with tuberculosis,其他特指的艾滋病临床4期合并结核病
"HIV disease clinical stage 4 associated with tuberculosis, unspecified",未特指的艾滋病临床4期合并结核病
"Human immunodeficiency disease complicating pregnancy, childbirth or the puerperium",人类免疫缺陷病并发于妊娠、分娩或产褥期
"Human immunodeficiency virus disease associated with tuberculosis, clinical stage unspecified",结核病性人类免疫缺陷病毒病，临床分期未明确
Human immunodeficiency virus disease associated with malaria,艾滋病合并疟疾
HIV disease clinical stage 1 associated with malaria,艾滋病临床1期合并疟疾
HIV disease clinical stage 2 associated with malaria,艾滋病临床2期合并疟疾
HIV disease clinical stage 3 associated with malaria,艾滋病临床3期合并疟疾
HIV disease clinical stage 4 associated with malaria,艾滋病临床4期合并疟疾
Kaposi sarcoma associated with human immunodeficiency virus disease associated with malaria,艾滋病相关卡波西肉瘤合并疟疾
Dementia due to human immunodeficiency virus,人类免疫缺陷病毒所致痴呆
HIV retinitis,HIV视网膜炎
Other specified HIV disease clinical stage 4 associated with malaria,其他特指的艾滋病临床4期合并疟疾
"HIV disease clinical stage 4 associated with malaria, unspecified",未特指的艾滋病临床4期合并疟疾
"Human immunodeficiency disease complicating pregnancy, childbirth or the puerperium",人类免疫缺陷病并发于妊娠、分娩或产褥期
"Human immunodeficiency virus disease associated with malaria, clinical stage unspecified",疟疾性，未特指临床分期性人类免疫缺陷病毒病
Human immunodeficiency virus disease without mention of tuberculosis or malaria,艾滋病未提及是否合并结核病或疟疾
HIV disease clinical stage 1 without mention of tuberculosis or malaria,艾滋病临床1期未提及是否合并结核病或疟疾
HIV disease clinical stage 2 without mention of tuberculosis or malaria,艾滋病临床2期未提及是否合并结核病或疟疾
HIV disease clinical stage 3 without mention of tuberculosis or malaria,艾滋病临床3期未提及是否合并结核病或疟疾
HIV disease clinical stage 4 without mention of tuberculosis or malaria,艾滋病临床4期未提及是否合并结核病或疟疾
Dementia due to human immunodeficiency virus,人类免疫缺陷病毒所致痴呆
HIV retinitis,HIV视网膜炎
